	EntryID	Headword	pronunciation
15398	d2e3212759Meyers-1905	Savoir	-wīwr'
15399	d2e3212960Meyers-1905	Savonnières	ßawonjǟr'
15400	d2e3212974Meyers-1905	Savourys	ßĕwĕrīs
15401	d2e3213383Meyers-1905	Sawatch Range	ßáwatsch
15402	d2e3213400Meyers-1905	Sawbridgeworth	ßaobridsch-ūörth
15403	d2e3213601Meyers-1905	Saxe galante, La	ßackß'
15404	d2e3213961Meyers-1905	Saxon	ßakßóng.
15405	d2e3214096Meyers-1905	Say [2]	ßǟ
15406	d2e3214238Meyers-1905	Sayce	ßëß
15407	d2e3214331Meyers-1905	Sayer	ßē-er,
15408	d2e3214540Meyers-1905	Sayous	ßäjū
15409	d2e3214603Meyers-1905	Sayre	ßār
15410	d2e3214631Meyers-1905	Sazawa	ßásawa
15411	d2e3214645Meyers-1905	Sazen	ßaschén
15412	d2e3214697Meyers-1905	Sbaglio	sbáljo
15413	d2e3214788Meyers-1905	Scab	ßkäbb,
15414	d2e3214958Meyers-1905	Scaglia	ßkallja,
15415	d2e3214973Meyers-1905	Scagliola	ßkaljōla
15416	d2e3215172Meyers-1905	Scald Law	ßkaold
15417	d2e3215362Meyers-1905	Scalpay	ßkāllpĕ
15418	d2e3215680Meyers-1905	Scapin	-päng
15419	d2e3215764Meyers-1905	Scaramouche	-mūsch',-mútscha
15420	d2e3215816Meyers-1905	Scarborough	ßkárböro
15421	d2e3216085Meyers-1905	Scarron	-rong
15422	d2e3216331Meyers-1905	Sceaux	ßō
15423	d2e3216365Meyers-1905	Scemándo	sche-
15424	d2e3216382Meyers-1905	Scenarĭo	sche-
15425	d2e3216456Meyers-1905	Scesaplāna	sche-
15426	d2e3216477Meyers-1905	Scève	ßǟw'
15427	d2e3216497Meyers-1905	Sch, sch	schtain,
15428	d2e3216612Meyers-1905	Schaarbeek	ßchār-
15429	d2e3219560Meyers-1905	Schaepman	schāp
15430	d2e3219621Meyers-1905	Schaerbeek	ßchār-
15431	d2e3219638Meyers-1905	Schaesberg	schās-
15432	d2e3219655Meyers-1905	Schaf	czurkana
15433	d2e3219655Meyers-1905	Schaf	cigaya
15434	d2e3227806Meyers-1905	Schäßburg	schégeschwār,
15435	d2e3229469Meyers-1905	Schaumann [2]	schōmann
15436	d2e3230652Meyers-1905	Scheck	tscheck;
15437	d2e3230652Meyers-1905	Scheck	schǟk'
15438	d2e3231208Meyers-1905	Scheeplast	ßchep-,
15439	d2e3235080Meyers-1905	Schemnitz	schélmetz
15440	d2e3235246Meyers-1905	Schenectady	ßkĕnécktĕdì
15441	d2e3236628Meyers-1905	Schérer	-rǟr
15442	d2e3237047Meyers-1905	Scherlievo	ßkerljēwo
15443	d2e3237414Meyers-1905	Scherzando	ßker-
15444	d2e3237462Meyers-1905	Scherzo	ßkérzo,
15445	d2e3237896Meyers-1905	Scheveningen	ß-cheveningen,
15446	d2e3238003Meyers-1905	Schiaffīno	ßkja-
15447	d2e3238020Meyers-1905	Schiaparelli	ßkja-
15448	d2e3238068Meyers-1905	Schiava	ßkjāwa,
15449	d2e3238086Meyers-1905	Schiavōna	ßkja-
15450	d2e3238108Meyers-1905	Schiavōne	ßkjaw-
15451	d2e3239188Meyers-1905	Schidōne	ßki-,
15452	d2e3239447Meyers-1905	Schiedam	ß-chīdam
15453	d2e3241031Meyers-1905	Schiermonnikoog	ß-chiermonnikoog
15454	d2e3242155Meyers-1905	Schietto	ßkjetto,
15455	d2e3245134Meyers-1905	Schiffsprokureur	-ör
15456	d2e3248805Meyers-1905	Schilparĭo	ßkil-
15457	d2e3250165Meyers-1905	Schio	ßkīo
15458	d2e3278836Meyers-1905	Schnürringe, Ranviersche	rangwjē-
15459	d2e3279396Meyers-1905	Schofield	-fīld
15460	d2e3279501Meyers-1905	Schokland	ß-chockland
15461	d2e3280877Meyers-1905	Schomlau	schomlō-wāschārhelj
15462	d2e3283235Meyers-1905	School Board	ßkūl-bōrd,
15463	d2e3283261Meyers-1905	Schoolcraft	ßkūlkräft
15464	d2e3283348Meyers-1905	Schoonhoven	ß-chōnhoven
15465	d2e3284768Meyers-1905	Schoterland	ß-choterland
15466	d2e3286461Meyers-1905	Schout	ß-chaut,
15467	d2e3286478Meyers-1905	Schout-bij-nacht	ß-chaut
15468	d2e3286497Meyers-1905	Schouteninseln	ß-chauten-
15469	d2e3286517Meyers-1905	Schouw	ßkō-u
15470	d2e3286572Meyers-1905	Schouwen	ß-chauwen
15471	d2e3293246Meyers-1905	Schuiten	ßcheu-
15472	d2e3297823Meyers-1905	Schuré	schü-
15473	d2e3299165Meyers-1905	Schütt	tschállōkös
15474	d2e3299165Meyers-1905	Schütt	ßigetkös
15475	d2e3299387Meyers-1905	Schutterij	ßchutterei
15476	d2e3301472Meyers-1905	Schuylkill	ßkūlkill
15477	d2e3306887Meyers-1905	Schwarzenberg [1]	-hedj
15478	d2e3309436Meyers-1905	Schweden	schuß
15479	d2e3312660Meyers-1905	Schwedler	schwédlēr
15480	d2e3325641Meyers-1905	Schyndel	ß-cheindel
15481	d2e3325689Meyers-1905	Sciacca	schacka
15482	d2e3325707Meyers-1905	Scialōja	scha-
15483	d2e3325821Meyers-1905	Sciarra, Palazzo	schárra
15484	d2e3325835Meyers-1905	Scicli	schikli
15485	d2e3325855Meyers-1905	Science	ßiāngß'
15486	d2e3325995Meyers-1905	Scilla [2]	schilla,
15487	d2e3326012Meyers-1905	Scillyinseln	ßilli-,
15488	d2e3326096Meyers-1905	Scio	schjo
15489	d2e3326115Meyers-1905	Sciobéret	ßjoberä
15490	d2e3326135Meyers-1905	Sciolto	schollto
15491	d2e3326188Meyers-1905	Scioto	ßaiōto
15492	d2e3326465Meyers-1905	Scituate	ßittjuēt
15493	d2e3326533Meyers-1905	Sclater	ßklēter
15494	d2e3326641Meyers-1905	Scléroseen plaques	-ang
15495	d2e3326728Meyers-1905	Scoglien	ßkolljen,
15496	d2e3326746Meyers-1905	Scoglitti	ßkolj-
15497	d2e3326962Meyers-1905	Scone Abbey	ßkūn
15498	d2e3327175Meyers-1905	Score [1]	ßkōr
15499	d2e3327193Meyers-1905	Score [2]	ßkōr,
15500	d2e3327233Meyers-1905	Scoresby	ßkōrsbi
15501	d2e3327413Meyers-1905	Scotch Grays	ßkottsch
15502	d2e3328080Meyers-1905	Scrope	skrop
15503	d2e3328194Meyers-1905	Scrub	ßkröbb,
15504	d2e3328211Meyers-1905	Scruple	ßkrūp'l
15505	d2e3328244Meyers-1905	Scudéry	ßkü-
15506	d2e3328334Meyers-1905	Sculler	ßköller
15507	d2e3328435Meyers-1905	Scunthorpe	ßkönn-thorp
15508	d2e3328909Meyers-1905	Seacombe	ßīkōm
15509	d2e3328944Meyers-1905	Seaford	ßīförd
15510	d2e3328977Meyers-1905	Seaham Harbour	ßī-häm
15511	d2e3328994Meyers-1905	Sea Islands	ßī
15512	d2e3329011Meyers-1905	Seal	ßil,
15513	d2e3329028Meyers-1905	Sealbisam	ßīl-
15514	d2e3329045Meyers-1905	Sealcloth	ßīl-kloth
15515	d2e3329059Meyers-1905	Sealotter	ßīl-
15516	d2e3329077Meyers-1905	Sealsfield	ßīlsfīld
15517	d2e3329119Meyers-1905	Sealskin	ßīl-,
15518	d2e3329139Meyers-1905	Séance	ßeāngß'
15519	d2e3329153Meyers-1905	Seapoy	ßīpoi
15520	d2e3329170Meyers-1905	Season	ßis'n
15521	d2e3329187Meyers-1905	Seaton [1]	ßīs'n
15522	d2e3329202Meyers-1905	Seaton [2]	ßīt'n
15523	d2e3329233Meyers-1905	Seaton Carew	ßīt'n
15524	d2e3329247Meyers-1905	Seattle	ßiattl
15525	d2e3329790Meyers-1905	Sebes	schébesch,
15526	d2e3329975Meyers-1905	Sébourg	ßebūr
15527	d2e3330154Meyers-1905	Secchi	ßécki
15528	d2e3330211Meyers-1905	Secchia	ßéckja,
15529	d2e3330245Meyers-1905	Seceders	ßißīders,
15530	d2e3330269Meyers-1905	Secentismus	ßētsch-,
15531	d2e3330354Meyers-1905	Sechellen	ßesch-
15532	d2e3330391Meyers-1905	Secher	ßecker
15533	d2e3331091Meyers-1905	Seclin	ßekläng
15534	d2e3331133Meyers-1905	Second	ßögóng
15535	d2e3331185Meyers-1905	Second-hand books	ßéckend-händ
15536	d2e3331203Meyers-1905	Secondigliano	ßekondiljāno
15537	d2e3331240Meyers-1905	Secrétage	-āsch'
15538	d2e3331257Meyers-1905	Secrétan	-tāng
15539	d2e3331387Meyers-1905	Section	ßeksch'n
15540	d2e3331474Meyers-1905	Sedaine	ßödǟn'
15541	d2e3331542Meyers-1905	Sedan [2]	ßedáng
15542	d2e3331677Meyers-1905	Sedbergh	ßéddbörk
15543	d2e3331691Meyers-1905	Seddon	ßedd'n
15544	d2e3331853Meyers-1905	Sedgefield	ßéddsch-fīld
15545	d2e3331867Meyers-1905	Sedgemoor	ßéddsch-mūr
15546	d2e3331881Meyers-1905	Sedgley	ßéddschlĭ
15547	d2e3331895Meyers-1905	Sedgwick	ßéddsch-
15548	d2e3331973Meyers-1905	Sédillot	ßedijō
15549	d2e3336480Meyers-1905	Seeley	ßīli
15550	d2e3337704Meyers-1905	Seer	ßīr
15551	d2e3338312Meyers-1905	Sées	ße-äß
15552	d2e3341896Meyers-1905	Segni	ßennji
15553	d2e3341914Meyers-1905	Segno	ßennjo;
15554	d2e3342034Meyers-1905	Ségovies	ßegowï'
15555	d2e3342048Meyers-1905	Segrais	ßögrä
15556	d2e3342193Meyers-1905	Segue	ßēghwe,
15557	d2e3342207Meyers-1905	Seguidilla	ße-ghidillja
15558	d2e3342234Meyers-1905	Seguiri	ßegi-
15559	d2e3342248Meyers-1905	Ségur	ßegǖr
15560	d2e3342466Meyers-1905	Se habla español	espanjōl
15561	d2e3343168Meyers-1905	Seicento	ßē-i-tschénto
15562	d2e3343188Meyers-1905	Seiches	ßǟsch'
15563	d2e3345583Meyers-1905	Seignettesalz	ßänjette-
15564	d2e3345600Meyers-1905	Seigneur	ßänjör,
15565	d2e3346171Meyers-1905	Seille	ßäj'
15566	d2e3346585Meyers-1905	Sein [2]	ßäng
15567	d2e3346605Meyers-1905	Seine [1]	ßän[e],
15568	d2e3346650Meyers-1905	Seine [2]	ßǟn[e]
15569	d2e3346684Meyers-1905	Seine-et-Marne	ßǟn-e-marn'
15570	d2e3346713Meyers-1905	Seine-et-Oise	ßǟn-e-ŭās'
15571	d2e3347823Meyers-1905	Seizains	ßäsäng
15572	d2e3347929Meyers-1905	Sejm	ßeim
15573	d2e3347946Meyers-1905	Séjour	ßēschūr
15574	d2e3349189Meyers-1905	Selădon	-dong
15575	d2e3349553Meyers-1905	Selborne	ßéllborn
15576	d2e3350887Meyers-1905	Selbstverwaltung	ßélfgowwernment
15577	d2e3350989Meyers-1905	Selčan	ßéltschanü
15578	d2e3351024Meyers-1905	Sel Clément	ßell
15579	d2e3351038Meyers-1905	Sel de boussage	ßell
15580	d2e3351693Meyers-1905	Selfactor	ßélf-
15581	d2e3351710Meyers-1905	Selfgovernment	ßélfgowwern-
15582	d2e3351728Meyers-1905	Self-made man	ßélf-mēd
15583	d2e3352116Meyers-1905	Selkirkshire	ßéll-körkschir
15584	d2e3352318Meyers-1905	Selles	ßäl',
15585	d2e3352367Meyers-1905	Selling-Stakes	ßelling-stēks,
15586	d2e3352497Meyers-1905	Selo	ßjeló,
15587	d2e3352511Meyers-1905	Selsey	ßéllßi
15588	d2e3352658Meyers-1905	Selyp	scheljp
15589	d2e3352892Meyers-1905	Sembrancher	ßangbrangschē,
15590	d2e3353408Meyers-1905	Semit	ßjemik
15591	d2e3354588Meyers-1905	Semoy	ßömŭá
15592	d2e3354896Meyers-1905	Semplice	ßemplītsche
15593	d2e3354991Meyers-1905	Semur	ßömǖr,
15594	d2e3355135Meyers-1905	Senancour	ßenangkūr
15595	d2e3355244Meyers-1905	Senart	ßenār
15596	d2e3355885Meyers-1905	Senebier	ßön'bjē
15597	d2e3356076Meyers-1905	Senĕca Falls	saols
15598	d2e3356259Meyers-1905	Seneffe	ßenéff',
15599	d2e3356852Meyers-1905	Senez	ßönǟß
15600	d2e3357493Meyers-1905	Senhor	ßenjōr
15601	d2e3357901Meyers-1905	Senkówskij	ßen-
15602	d2e3358143Meyers-1905	Senlac	ßénnläck
15603	d2e3358160Meyers-1905	Senlis	ßanglīs
15604	d2e3358583Meyers-1905	Sénonais	-nǟ
15605	d2e3358621Meyers-1905	Senones	ßenón'
15606	d2e3358654Meyers-1905	Señor	ßenjōr
15607	d2e3358674Meyers-1905	Sens [1]	ßāngs
15608	d2e3358707Meyers-1905	Sens [2]	ßāngs
15609	d2e3359339Meyers-1905	Sentiment	ßangtimāng
15610	d2e3359976Meyers-1905	Sepoy	ßīpeu
15611	d2e3360107Meyers-1905	Sepsi-Szent György	schépschi-ßent-djördj
15612	d2e3360528Meyers-1905	Sept-Iles, Les	ßett-īl'
15613	d2e3361244Meyers-1905	Sequin	ßökäng
15614	d2e3361350Meyers-1905	Ser.	ßörängsch'
15615	d2e3361406Meyers-1905	Seračika	ßerátschika
15616	d2e3361533Meyers-1905	Seraing	ßöräng
15617	d2e3363546Meyers-1905	Serchio	ßérkjo
15618	d2e3363758Meyers-1905	Seregno	ßérenjo
15619	d2e3363789Meyers-1905	Serein	ßöräng
15620	d2e3364195Meyers-1905	Sergeant	ßerschāng
15621	d2e3364237Meyers-1905	Sergeant at law	ßārdschent
15622	d2e3364657Meyers-1905	Sérignan	ßérinjāng
15623	d2e3364731Meyers-1905	Serinette	ßörinétt'
15624	d2e3364984Meyers-1905	Sermaize-lès-Bains	ßermǟs'-lä-bäng
15625	d2e3365119Meyers-1905	Sernaille	ßernáj'
15626	d2e3365211Meyers-1905	Seronnes	ßeronn'
15627	d2e3365400Meyers-1905	Serpent	ßerpāng,
15628	d2e3365815Meyers-1905	Serrāno y Dominguez	-ges
15629	d2e3366023Meyers-1905	Serres fines	ßǟr'
15630	d2e3366037Meyers-1905	Serret	ßerrä
15631	d2e3366080Meyers-1905	Serrure	ßerrǖr'
15632	d2e3366160Meyers-1905	Sertão	ßertāung;
15633	d2e3366160Meyers-1905	Sertão	ßertōingsch
15634	d2e3366563Meyers-1905	Serv.	odinä
15635	d2e3366580Meyers-1905	Servais	ßerwä
15636	d2e3366632Meyers-1905	Servante	ßerwāngt',
15637	d2e3366713Meyers-1905	Serventois	ßerwangtŭá
15638	d2e3366857Meyers-1905	Service [1]	ßerwīß'
15639	d2e3366874Meyers-1905	Service [2]	ßörwĭs
15640	d2e3366965Meyers-1905	Servigny	ßerwinji
15641	d2e3368669Meyers-1905	Setter	ßétter,
15642	d2e3368721Meyers-1905	Settle	ßéttl
15643	d2e3368735Meyers-1905	Settle-Department	ßéttl-dipārtment
15644	d2e3368749Meyers-1905	Settlement	ßéttl'ment
15645	d2e3368773Meyers-1905	Settling days	ßéttling
15646	d2e3369147Meyers-1905	Seudre	ßödr'
15647	d2e3369368Meyers-1905	Sevenoaks	ßéwwen-ōks,
15648	d2e3369454Meyers-1905	Séverine	ßewerīn'
15649	d2e3369529Meyers-1905	Severn	ßéwwern
15650	d2e3369622Meyers-1905	Sevier	ßīwjer
15651	d2e3369639Meyers-1905	Sévigné	ßewinjé
15652	d2e3369718Meyers-1905	Sevilla [1]	ßewillja
15653	d2e3369810Meyers-1905	Sèvre	ßǟwr'
15654	d2e3369852Meyers-1905	Sèvres	ßǟwr'
15655	d2e3369937Meyers-1905	Sewage	ßjūĕdsch
15656	d2e3369971Meyers-1905	Seward	ßjūĕrd
15657	d2e3370013Meyers-1905	Seward-Halbinsel	ßjūĕrd-
15658	d2e3371011Meyers-1905	Seybouse	ßäbūs'
15659	d2e3371311Meyers-1905	Seymour [1]	ßīmör
15660	d2e3371326Meyers-1905	Seymour [2]	ßīmör
15661	d2e3371390Meyers-1905	Seymour [3]	ßīmör
15662	d2e3371472Meyers-1905	Seyne-sur-Mer, La	ßǟn'-ßür-mǟr
15663	d2e3371506Meyers-1905	Seyon	ßäjóng
15664	d2e3371530Meyers-1905	Seyssel	ßäßell
15665	d2e3371569Meyers-1905	Sézanne	ßesann'
15666	d2e3371589Meyers-1905	Sèze	ßǟs'
15667	d2e3371609Meyers-1905	Sezemitz	sese-
15668	d2e3372082Meyers-1905	Shadfisch	schädd-
15669	d2e3372099Meyers-1905	Shaftesbury [1]	scháfftsbĕrĭ,
15670	d2e3372116Meyers-1905	Shaftesbury [2]	scháfftsbĕri
15671	d2e3372225Meyers-1905	Shag	schägg,
15672	d2e3372263Meyers-1905	Shakers	schēkers,
15673	d2e3372310Meyers-1905	Shakespeare	schéhkßpīr,
15674	d2e3372830Meyers-1905	Shampooing	schämpū-ing
15675	d2e3372844Meyers-1905	Shamrock	schämm-
15676	d2e3372898Meyers-1905	Shanklin	schänn-
15677	d2e3372913Meyers-1905	Shannon [1]	schännen
15678	d2e3372939Meyers-1905	Shannon [2]	schännen
15679	d2e3372959Meyers-1905	Shannon Bridge	schännen
15680	d2e3372976Meyers-1905	Shap	schäpp
15681	d2e3372990Meyers-1905	Shapingmaschine	schēp-
15682	d2e3373008Meyers-1905	Share	schǟr,
15683	d2e3373039Meyers-1905	Sharksbai	scharks-,
15684	d2e3373056Meyers-1905	Sharon	schǟren
15685	d2e3373070Meyers-1905	Sharp	scharp
15686	d2e3373090Meyers-1905	Sharpsburg	schárpsbörk
15687	d2e3373105Meyers-1905	Shasta	sch-
15688	d2e3373122Meyers-1905	Shaw [1]	schao
15689	d2e3373145Meyers-1905	Shaw [2]	schao,
15690	d2e3373282Meyers-1905	Shawneetown	schaonitaun
15691	d2e3373299Meyers-1905	Sheabaum	schī-
15692	d2e3373320Meyers-1905	Sheboygan	schīboi-
15693	d2e3373357Meyers-1905	Sheerneß	schīr-
15694	d2e3373380Meyers-1905	Sheffield [1]	schéffīld
15695	d2e3373400Meyers-1905	Sheffield [2]	schéffīld
15696	d2e3373421Meyers-1905	Sheil	schīl
15697	d2e3373454Meyers-1905	Shelburne	schéllbörn
15698	d2e3373474Meyers-1905	Shelbyville	schéllbĭwill
15699	d2e3373488Meyers-1905	Shelf	schelf
15700	d2e3373516Meyers-1905	Shelley	bisch
15701	d2e3373672Meyers-1905	Shenandoah [1]	schénnendōă
15702	d2e3373688Meyers-1905	Shenandoah [2]	schénnendōă
15703	d2e3373720Meyers-1905	Sheppey	scheppi
15704	d2e3373743Meyers-1905	Shepshed	schépps-hedd,
15705	d2e3373760Meyers-1905	Shepton Mallet	schepptön
15706	d2e3373775Meyers-1905	Sherborne	schérrbörn
15707	d2e3373789Meyers-1905	Sherbrooke [1]	schérrbruck
15708	d2e3373803Meyers-1905	Sherbrooke [2]	schérrbruck
15709	d2e3373823Meyers-1905	Sheridan	schérrĭdĕn
15710	d2e3373908Meyers-1905	Sheriff	schérrif,
15711	d2e3373967Meyers-1905	Sherman [1]	schérrmen
15712	d2e3373982Meyers-1905	Sherman [2]	schérrmen
15713	d2e3374052Meyers-1905	Sherry	schérri
15714	d2e3374083Meyers-1905	Sherwood Forest	schérrwudd
15715	d2e3374117Meyers-1905	Shetlandinseln	schétt-,
15716	d2e3374195Meyers-1905	Shettleston	schettlst'n
15717	d2e3374209Meyers-1905	Shickshockgebirge	sch-
15718	d2e3374226Meyers-1905	Shields, South	schīlds
15719	d2e3374279Meyers-1905	Shildon	schild'n
15720	d2e3374293Meyers-1905	Shillelagh	schillila
15721	d2e3374293Meyers-1905	Shillelagh	schillēli
15722	d2e3374373Meyers-1905	Shin	schĭn
15723	d2e3374394Meyers-1905	Shinnin	sch-
15724	d2e3374437Meyers-1905	Shipley	schippli
15725	d2e3374468Meyers-1905	Shire	schair,
15726	d2e3374494Meyers-1905	Shirley [1]	schörli
15727	d2e3374509Meyers-1905	Shirley [2]	schörli
15728	d2e3374608Meyers-1905	Shivering	schiwwering,
15729	d2e3374658Meyers-1905	Shoalhaven	schōl-hēw'n
15730	d2e3374672Meyers-1905	Shock	sch-,
15731	d2e3374740Meyers-1905	Shoeburyneß	schūbĕrĭ-
15732	d2e3374785Meyers-1905	Shooter's Hill	schū-
15733	d2e3374848Meyers-1905	Shoreditch	schōr-ditsch
15734	d2e3374866Meyers-1905	Shoreham, New	nju
15735	d2e3374884Meyers-1905	Shorncliffe	schórn-kliff
15736	d2e3374901Meyers-1905	Shorthand	schórt-händ,
15737	d2e3374901Meyers-1905	Shorthand	schórthänd-raiter,
15738	d2e3374955Meyers-1905	Shoshonies	schoschōnis
15739	d2e3374973Meyers-1905	Shout	schaut
15740	d2e3374987Meyers-1905	Shrapnel	schräppnel
15741	d2e3375004Meyers-1905	Shreveport	schrĭwpōrt
15742	d2e3375018Meyers-1905	Shrewsbury [1]	schrūs-
15743	d2e3375047Meyers-1905	Shrewsbury [2]	schrūs-
15744	d2e3375113Meyers-1905	Shropshire [1]	schróppschĭr,
15745	d2e3375150Meyers-1905	Shuck.	schöck-
15746	d2e3375181Meyers-1905	Shukówskij	schu-
15747	d2e3375219Meyers-1905	Shuntmaschine	schönt-
15748	d2e3375257Meyers-1905	Shutter Cutter	schötter
15749	d2e3375274Meyers-1905	Shuttl.	schöttl-ŭörth
15750	d2e3375291Meyers-1905	Shw.	schao
15751	d2e3375311Meyers-1905	Shylock	schai-
15752	d2e3375848Meyers-1905	Siamoise	ßiamŭās'
15753	d2e3376663Meyers-1905	Sibley	ßibblĭ
15754	d2e3376746Meyers-1905	Sibour	ßibūr
15755	d2e3376911Meyers-1905	Sicard	ßikār
15756	d2e3376981Meyers-1905	Sicchos	ßiktschos
15757	d2e3378413Meyers-1905	Siciliāni	ßitschi-
15758	d2e3378455Meyers-1905	Siciliāno	ßitschi-,
15759	d2e3378522Meyers-1905	Sicilienne	ßißiljénn'
15760	d2e3378872Meyers-1905	Siddons	ßiddens
15761	d2e3379442Meyers-1905	Sidlaw Hills	ßiddlao
15762	d2e3379456Meyers-1905	Sidmouth [1]	ßiddmöth
15763	d2e3379474Meyers-1905	Sidmouth [2]	ßiddmöth
15764	d2e3379497Meyers-1905	Sidney [1]	ßiddnĭ
15765	d2e3379514Meyers-1905	Sidney [2]	ßiddni
15766	d2e3381578Meyers-1905	Siècle	ßjǟkl'
15767	d2e3383317Meyers-1905	Siemieński	ßjeménjski
15768	d2e3383353Meyers-1905	Siemirádzki	ßje-
15769	d2e3383371Meyers-1905	Siena [1]	ßi-ē-
15770	d2e3383516Meyers-1905	Sieniáwa	ßje-
15771	d2e3383530Meyers-1905	Sienkiewicz	ßjenkjéwitsch
15772	d2e3383634Meyers-1905	Sienne	ßĭenn'
15773	d2e3383697Meyers-1905	Sierra	ßjerra,
15774	d2e3383867Meyers-1905	Sierra Mojada	mochāda
15775	d2e3383993Meyers-1905	Sierre	ßjär'
15776	d2e3384041Meyers-1905	Sieur	ßjör
15777	d2e3384173Meyers-1905	Sieyès	ßjejäß
15778	d2e3384398Meyers-1905	Sigean	ßischāng
15779	d2e3384780Meyers-1905	Signa	ßinja
15780	d2e3385020Meyers-1905	Signalement	-māng
15781	d2e3385466Meyers-1905	Signore	ßinjōre,
15782	d2e3385489Meyers-1905	Signorelli	ßinjo-
15783	d2e3385528Meyers-1905	Signorīa	ßinj-,
15784	d2e3385863Meyers-1905	Sijmons	seim-
15785	d2e3386267Meyers-1905	Siklós	schiklōsch
15786	d2e3386435Meyers-1905	Silage	-lāsch'
15787	d2e3388768Meyers-1905	Silchester	ßilltschester
15788	d2e3389741Meyers-1905	Silkstone	ßilkstōn
15789	d2e3389821Meyers-1905	Sillein	schólna
15790	d2e3389841Meyers-1905	Sillé le Guillaume	ßijé
15791	d2e3389878Meyers-1905	Sillery	ßil'ri
15792	d2e3390257Meyers-1905	Silsden	ßillsden
15793	d2e3390767Meyers-1905	Silvēla y Le-Vielleuze	wjells'
15794	d2e3390784Meyers-1905	Silver City	ßilwer
15795	d2e3390827Meyers-1905	Silverton	ßilwert'n
15796	d2e3390956Meyers-1905	Silvestre	ßilwéstr'
15797	d2e3391189Meyers-1905	Simánd	schimānd
15798	d2e3391542Meyers-1905	Simcoe	ßimmko
15799	d2e3391706Meyers-1905	Simić	-itch
15800	d2e3391744Meyers-1905	Similargent	-schāng
15801	d2e3392545Meyers-1905	Simonka	schi-
15802	d2e3392600Meyers-1905	Simonstown	ßaimonstaun
15803	d2e3392640Meyers-1905	Simontornya	schimontórnja
15804	d2e3392716Meyers-1905	Simor [2]	schimor
15805	d2e3395412Meyers-1905	Sinigaglia	-gálja
15806	d2e3395564Meyers-1905	Sink	schínk,
15807	d2e3395604Meyers-1905	Sinking fund	ßingking
15808	d2e3396878Meyers-1905	Sió	schi-ō
15809	d2e3396898Meyers-1905	Siófok	schi-o-
15810	d2e3396929Meyers-1905	Sion [2]	ßióng,
15811	d2e3396983Meyers-1905	Sion House	ßāien
15812	d2e3397017Meyers-1905	Sioule	ßiūl'
15813	d2e3397031Meyers-1905	Sioux	ßiū
15814	d2e3397049Meyers-1905	Sioux City	ßū
15815	d2e3397063Meyers-1905	Sioux Falls	ßū
15816	d2e3397129Meyers-1905	Sipeh-sâlâr	ßipē-ßālār
15817	d2e3397530Meyers-1905	Sir	ßör,
15818	d2e3397631Meyers-1905	Sir Charles Hardy-Inseln	ßör
15819	d2e3397702Meyers-1905	Sire	ßīr',
15820	d2e3397742Meyers-1905	Sir Edward Pellew-Inseln	pelljū-
15821	d2e3398151Meyers-1905	Siroka	schi-
15822	d2e3398465Meyers-1905	Sirventés	ßerwangtŭá
15823	d2e3398790Meyers-1905	Sisteron	ßist'róng
15824	d2e3398959Meyers-1905	Si tace	ßi
15825	d2e3399008Meyers-1905	Sitges	ßitches
15826	d2e3399550Meyers-1905	Sittingbourne	-börn
15827	d2e3399565Meyers-1905	Sitting room	rūm
15828	d2e3400223Meyers-1905	Siverić	-itsch
15829	d2e3400470Meyers-1905	Sixain	ßisäng
15830	d2e3400484Meyers-1905	Six-bottleman	ßicks-bóttl'män
15831	d2e3400501Meyers-1905	Sixte	ßickst',
15832	d2e3400663Meyers-1905	Sizette	ßisett',
15833	d2e3401694Meyers-1905	Sjö	schö
15834	d2e3401708Meyers-1905	Sjöberg	schö-
15835	d2e3401728Meyers-1905	Sjögren	schö-
15836	d2e3401974Meyers-1905	Skagway	ßkäg-ŭē
15837	d2e3402252Meyers-1905	Skalitz	ßákolza
15838	d2e3402703Meyers-1905	Skåne	skōne
15839	d2e3403369Meyers-1905	Skating-rink	ßkēting-
15840	d2e3403489Meyers-1905	Skeat	ßkīt
15841	d2e3403564Meyers-1905	Skegneß	ßkénnis
15842	d2e3403578Meyers-1905	Skein	ßkēn,
15843	d2e3403595Meyers-1905	Skeireins	ßkīrīns
15844	d2e3403804Meyers-1905	Skelmanthorpe	ßkéllmenthorp
15845	d2e3403818Meyers-1905	Skelmersdale	-dēl
15846	d2e3403832Meyers-1905	Skelton [1]	ßkellt'n
15847	d2e3403846Meyers-1905	Skelton [2]	ßkellt'n
15848	d2e3404043Meyers-1905	Skerisóra	djéßār,
15849	d2e3404101Meyers-1905	Skerryvore	ßkerriwōr
15850	d2e3404115Meyers-1905	Sketch	ßkettsch
15851	d2e3404242Meyers-1905	Skibbereen	-rīn
15852	d2e3404291Meyers-1905	Skierniewice	ßkjernjewīze
15853	d2e3405696Meyers-1905	Sköfde	schöf-
15854	d2e3406667Meyers-1905	Skowhegan	ßkāū-higen
15855	d2e3406744Meyers-1905	Skrbensky von Hřiště	rschischtje
15856	d2e3406963Meyers-1905	Skrubber	ßkröbber,
15857	d2e3407106Meyers-1905	Skrzynecki	-etzki
15858	d2e3407476Meyers-1905	Skye	ßkai
15859	d2e3407703Meyers-1905	Sky-scrapers	ßkai-ßkrēpers,
15860	d2e3407932Meyers-1905	Slaithwaite	ßlēthwēt
