	EntryID	Headword	term	lang	synonym
1260	d2e2098708Meyers-1905	Lanze		lat.	lancěa
1261	d2e2099744Meyers-1905	Lapidär		franz.	lapidaire
1262	d2e2099764Meyers-1905	Lapidārschrift	Steindenkmälern 	lat.	lapides
1263	d2e2109010Meyers-1905	Latwerge		lat.	Electuarium
1264	d2e2110781Meyers-1905	Laudes	ind L. 	ital.	laudi
1265	d2e2114907Meyers-1905	Laute		arab.	al'oud
1266	d2e2116055Meyers-1905	Lautverschiebung	sche h 	got.	haurn
1267	d2e2116055Meyers-1905	Lautverschiebung	sche b 	got.	bôka
1268	d2e2116055Meyers-1905	Lautverschiebung	ein k 	lat.	cornu
1269	d2e2116055Meyers-1905	Lautverschiebung	ein f 	lat.	fagus
1270	d2e2117535Meyers-1905	Lavieren	ißt L. 	holländ.	laveeren
1271	d2e2118559Meyers-1905	Lax		lat.	laxus
1272	d2e2120488Meyers-1905	Lebende Bilder		franz.	Tableaux vivants
1273	d2e2121200Meyers-1905	Lebenshaltung		engl.	Standard of life
1274	d2e2121217Meyers-1905	Lebensknoten		franz.	Nœud vital
1275	d2e2126653Meyers-1905	Lederstrumpf		engl.	Leather-stocking
1276	d2e2128738Meyers-1905	Legendār		lat.	Legendarium
1277	d2e2129434Meyers-1905	Legion		lat.	legio
1278	d2e2129728Meyers-1905	Legislatīv	e 	franz.	assemblée législative
1279	d2e2129978Meyers-1905	Legitimisten		franz.	Légitimistes
1280	d2e2135222Meyers-1905	Leich		got.	laiks
1281	d2e2135861Meyers-1905	Leichenschauhaus		franz.	Morgue
1282	d2e2136788Meyers-1905	Leidenschaft		lat.	Passio
1283	d2e2138538Meyers-1905	Leinöl		lat.	Oleum Lini
1284	d2e2140791Meyers-1905	Leiterrecht		franz.	Tour d'échelle
1285	d2e2141480Meyers-1905	Leitungsgang		engl.	subway
1286	d2e2143362Meyers-1905	Lemuren		lat.	Lemŭres
1287	d2e2153138Meyers-1905	Leszczyc zu Radolin	Fruchtschober 	poln.	brog
1288	d2e2153309Meyers-1905	Lethargīe		lat.	lethargus
1289	d2e2153790Meyers-1905	Lettern		lat.	Litterae
1290	d2e2158206Meyers-1905	Leutnant		franz.	lieutenant
1291	d2e2162737Meyers-1905	Libănon		tat.	Libanus
1292	d2e2162921Meyers-1905	Libell		lat.	libellus
1293	d2e2162977Meyers-1905	Libelle [2]		lat.	libella
1294	d2e2163799Meyers-1905	Libērum veto	Einspruch 	poln.	nie pozwolam
1295	d2e2166113Meyers-1905	Lichtgaden		lat.	Clerestorium
1296	d2e2167868Meyers-1905	Liebde		holländ.	liefde
1297	d2e2172328Meyers-1905	Liktōren		lat.	lictores
1298	d2e2172649Meyers-1905	Lilĭe [2]		franz.	Fleur de lis
1299	d2e2178043Meyers-1905	Linĭe		lat.	Linea
1300	d2e2186885Meyers-1905	Litisdenunziation		lat.	Litis denunciatio
1301	d2e2186923Meyers-1905	Litiskontestation		lat.	Litis contestatio
1302	d2e2188639Meyers-1905	Livīd		lat.	lividus
1303	d2e2189054Meyers-1905	Livland	d 	lat.	Livonia
1304	d2e2193873Meyers-1905	Locopflanzen		engl.	Locoweeds
1305	d2e2195890Meyers-1905	Lōgik		lat.	logica
1306	d2e2203252Meyers-1905	Longitudināl	Länge 	lat.	longitudo
1307	d2e2205879Meyers-1905	Lord-Mayors-Tag		engl.	Lord-Mayor's Day
1308	d2e2205956Meyers-1905	Lore [1]		engl.	lowry
1309	d2e2213933Meyers-1905	Loyal	t 	franz.	loyauté
1310	d2e2214177Meyers-1905	Lozieren		lat.	locare
1311	d2e2223190Meyers-1905	Luftschiffahrt	L. 	franz.	aérostation
1312	d2e2223190Meyers-1905	Luftschiffahrt	r 	franz.	aéroplane
1313	d2e2223190Meyers-1905	Luftschiffahrt	r 	franz.	hélicoptère
1314	d2e2224782Meyers-1905	Luganer See		ital.	Lago di Lugano
1315	d2e2228367Meyers-1905	Lünette		franz.	lunette
1316	d2e2232177Meyers-1905	Lüster		franz.	lustre
1317	d2e2234037Meyers-1905	Lüttich [2]		fläm.	Luik
1318	d2e2238430Meyers-1905	Lynchjustiz		engl.	lynching
1319	d2e2240517Meyers-1905	Lyzēum		griech.	lykeion
1320	d2e2240591Meyers-1905	M	μ 	griech.	mi
1321	d2e2240591Meyers-1905	M	m 	engl.	Master of arts,
1322	d2e2240591Meyers-1905	M	s 	engl.	Bachelor of Medicine
1323	d2e2241371Meyers-1905	Maas [2]		franz.	Meuse
1324	d2e2241413Meyers-1905	Maas [3]		franz.	Meuse
1325	d2e2247891Meyers-1905	Madeirawein	r 	engl.	Malmsey
1326	d2e2251021Meyers-1905	Magazinier		franz.	magasinier
1327	d2e2251084Meyers-1905	Magd		althochd.	magad
1328	d2e2253975Meyers-1905	Magĭer		altpers.	magusch
1329	d2e2254866Meyers-1905	Magnāten		lat.	magno-nati
1330	d2e2255687Meyers-1905	Magnēt		lat.	magnes
1331	d2e2257684Meyers-1905	Magnetismus	Leitstein 	engl.	leadstone
1332	d2e2258523Meyers-1905	Magnifik		franz.	magnifique
1333	d2e2260780Meyers-1905	Mahnd		engl.	Maund
1334	d2e2261408Meyers-1905	Mähren	March 	lat.	Marus
1335	d2e2261864Meyers-1905	Mai [1]		lat.	Majus
1336	d2e2262404Meyers-1905	Maier	Grundherrschaft 	lat.	villicus
1337	d2e2266623Meyers-1905	Majestät		lat.	majestas
1338	d2e2266878Meyers-1905	Majōr		span.	mayor
1339	d2e2275498Meyers-1905	Maliasmus		griech.	malis
1340	d2e2275916Meyers-1905	Malkonténten		franz.	Malcontents
1341	d2e2276042Meyers-1905	Malle	t 	engl.	Mail
1342	d2e2279188Meyers-1905	Malz		lat.	maltum
1343	d2e2279685Meyers-1905	Mama und Papa	Brust 	lat.	mamma
1344	d2e2282382Meyers-1905	Mandāten		franz.	Mandats territoriaux
1345	d2e2284131Meyers-1905	Manen		lat.	Manes
1346	d2e2286665Meyers-1905	Manĭakālisch		franz.	maniacal
1347	d2e2286902Meyers-1905	Manīer		franz.	manière
1348	d2e2291031Meyers-1905	Manschetten		franz.	manchettes
1349	d2e2294439Meyers-1905	Marabut		arab.	murâbit
1350	d2e2307030Meyers-1905	Markánt		franz.	marquant
1351	d2e2307471Meyers-1905	Marketender		ital.	mercatante
1352	d2e2307488Meyers-1905	Marketerīe		franz.	marquetterie
1353	d2e2307548Meyers-1905	Markeur		franz.	marqueur
1354	d2e2308083Meyers-1905	Markise		franz.	marquise
1355	d2e2308783Meyers-1905	Markt		franz.	Marché
1356	d2e2308783Meyers-1905	Markt	n 	franz.	halles
1357	d2e2310542Meyers-1905	Marmor	M. 	ital.	Greco duro
1358	d2e2310542Meyers-1905	Marmor	M. 	ital.	Greco fino
1359	d2e2313160Meyers-1905	Marrucīner		lat.	Marrucini
1360	d2e2313786Meyers-1905	Marsch [3]		ital.	Marcia
1361	d2e2314886Meyers-1905	Marser		lat.	Marsi
1362	d2e2317878Meyers-1905	Martinssommer		franz.	Été du St.-Martin
1363	d2e2319119Meyers-1905	März		lat.	Martius
1364	d2e2319961Meyers-1905	Mascha		engl.	Masha
1365	d2e2320013Meyers-1905	Masche		althochd.	masca
1366	d2e2321245Meyers-1905	Maschlasch		ungar.	máslás
1367	d2e2321898Meyers-1905	Maskarill		span.	Mascarillo
1368	d2e2329022Meyers-1905	Materĭe		lat.	materia
1369	d2e2330550Meyers-1905	Matratzen		franz.	matelas
1370	d2e2330778Meyers-1905	Matrīze		franz.	matrice
1371	d2e2331594Meyers-1905	Matthäus		hebr.	Mattai
1372	d2e2331667Meyers-1905	Matthīas [1]		hebr.	Matthja
1373	d2e2339895Meyers-1905	Mazedonĭen		lat.	Macedonia
1374	d2e2341494Meyers-1905	Mechānik [2]		engl.	Action
1375	d2e2345304Meyers-1905	Medizīn		lat.	Medicina
1376	d2e2352526Meyers-1905	Mehs		engl.	Mace
1377	d2e2352526Meyers-1905	Mehs	Tihas 	engl.	Teeas
1378	d2e2356172Meyers-1905	Melancholīe		griech.	melancholia
1379	d2e2364994Meyers-1905	Mensālgüter		lat.	Bona mensae
1380	d2e2366044Meyers-1905	Menschenrechte		franz.	Droits de l'homme
1381	d2e2367303Meyers-1905	Menuétt		franz.	menuet
1382	d2e2368900Meyers-1905	Mergel		franz.	Marne
1383	d2e2370569Meyers-1905	Merkur [1]		lat.	Mercurius
1384	d2e2373054Meyers-1905	Meschant		franz.	méchant
1385	d2e2375228Meyers-1905	Messe [1]		lat.	Missa
1386	d2e2380925Meyers-1905	Metapher		griech.	metaphorá
1387	d2e2383114Meyers-1905	Meter [1]		franz.	mètre
1388	d2e2388432Meyers-1905	Mewlûd		arab.	maulid
1389	d2e2391371Meyers-1905	Mezzosoprān		ital.	mezzo soprano
1390	d2e2394932Meyers-1905	Miene		franz.	mine
1391	d2e2395863Meyers-1905	Migräne		franz.	migraine
1392	d2e2400089Meyers-1905	Milchglas	e Glas 	ital.	Latticinio
1393	d2e2401114Meyers-1905	Mildernde Umstände		franz.	Circonstances atténuantes
1394	d2e2401704Meyers-1905	Militär		franz.	militaire
1395	d2e2407775Meyers-1905	Milliarde		lat.	milliard
1396	d2e2409868Meyers-1905	Mimikry		engl.	mimicry
1397	d2e2414999Meyers-1905	Minne		althochd.	minja, minna
1398	d2e2417076Meyers-1905	Mirākel		lat.	miraculum
1399	d2e2419750Meyers-1905	Mißbrauch		lat.	abusus
1400	d2e2421880Meyers-1905	Miteigentum		lat.	Condominium
1401	d2e2423337Meyers-1905	Mittelalter		lat.	Medium aevum
1402	d2e2426377Meyers-1905	Mixtūr		lat.	mixtura
1403	d2e2427429Meyers-1905	Möbel		franz.	meuble
1404	d2e2429088Meyers-1905	Modeln		franz.	modeler
1405	d2e2429898Meyers-1905	Modul		lat.	modulus
1406	d2e2432481Meyers-1905	Moiren		griech.	Moirai
1407	d2e2433132Meyers-1905	Mokumé		franz.	Métaux forgés
1408	d2e2433961Meyers-1905	Mole [2]		ital.	Molo
1409	d2e2434465Meyers-1905	Moleküle		lat.	molecula
1410	d2e2438639Meyers-1905	Monarchĭaner	r 	lat.	pater
1411	d2e2440120Meyers-1905	Mond		lat.	Luna
1412	d2e2444496Meyers-1905	Monokel		franz.	monocle
1413	d2e2446683Meyers-1905	Monsune		franz.	Moussons
1414	d2e2450378Meyers-1905	Montes	s 	ital.	monti di pietà
1415	d2e2453537Meyers-1905	Montūr		franz.	monture
1416	d2e2457063Meyers-1905	Moralist		franz.	moraliste
1417	d2e2457107Meyers-1905	Moralitäten		franz.	Moralités
1418	d2e2458512Meyers-1905	Mordent		ital.	Mordénte
1419	d2e2461482Meyers-1905	Moritz [2]	s 	griech.	Maurikios
1420	d2e2463821Meyers-1905	Morsellen		neulat.	Morsuli
1421	d2e2465447Meyers-1905	Moschee		franz.	mosquée
1422	d2e2466232Meyers-1905	Mosel		lat.	Mosella
1423	d2e2466880Meyers-1905	Mösĭen		lat.	Moesia
1424	d2e2467098Meyers-1905	Moskītos		span.	mosquito
1425	d2e2467149Meyers-1905	Moskovade		franz.	moscouade
1426	d2e2468294Meyers-1905	Motette		lat.	motetus, mutetus, motellus, motecta
1427	d2e2470113Meyers-1905	Mouches		franz.	mouche
1428	d2e2474032Meyers-1905	Muffrika	Pelzhandschuhe 	lat.	muffula
1429	d2e2477232Meyers-1905	Mulla	M. 	engl.	The mad M
1430	d2e2481013Meyers-1905	Mündel		lat.	Pupillus
1431	d2e2481323Meyers-1905	Mundieren	reine 	lat.	mundum
1432	d2e2482710Meyers-1905	Munizipāl	t 	franz.	municipalité
1433	d2e2484916Meyers-1905	Münzverschlechterung	Kurant 	engl.	legal tender
1434	d2e2485046Meyers-1905	Münzwesen	n 	franz.	pièces divisionnaires
1435	d2e2485046Meyers-1905	Münzwesen	Teilmünzen 	engl.	subsidiary silver coins
1436	d2e2485046Meyers-1905	Münzwesen	. 	russ.	коп
1437	d2e2485046Meyers-1905	Münzwesen	. 	russ.	pб
1438	d2e2493306Meyers-1905	Muskeln		lat.	Musculi
1439	d2e2493753Meyers-1905	Muskēte		franz.	mousquet
1440	d2e2493807Meyers-1905	Musketon		franz.	mousqueton
1441	d2e2495008Meyers-1905	Mustergrundstücke		franz.	Types
1442	d2e2496458Meyers-1905	Muttergut		lat.	bona materna
1443	d2e2503950Meyers-1905	Nachbarschaftsgilden		engl.	Neighbourhood guilds
1444	d2e2504162Meyers-1905	Nachdruck		franz.	Contrefaçon
1445	d2e2504449Meyers-1905	Nachfrage	N. 	engl.	effectual demand
1446	d2e2513683Meyers-1905	Naiv	e 	franz.	Ingénue
1447	d2e2515800Meyers-1905	Nanking [1]		franz.	Nanquin
1448	d2e2516552Meyers-1905	Näpfchensteine	n 	dän.	Elfkvarnar
1449	d2e2519992Meyers-1905	Nargīle	Schlauches 	arab.	narbīdsch
1450	d2e2519992Meyers-1905	Nargīle	Kokosnuß 	pers.	nârgîl
1451	d2e2520303Meyers-1905	Narr		althochd.	narro
1452	d2e2526771Meyers-1905	Natūr		lat.	natura
1453	d2e2527385Meyers-1905	Naturell [1]		franz.	naturel
1454	d2e2527405Meyers-1905	Naturell [2]		franz.	naturel
1455	d2e2527799Meyers-1905	Natürliche Auslese		engl.	natural selection
1456	d2e2530497Meyers-1905	Navigationsakte		engl.	Navigation Act
1457	d2e2532188Meyers-1905	Nebel [2]	Hantel 	engl.	dumb-bell
1458	d2e2532188Meyers-1905	Nebel [2]	Krebses 	engl.	crab
1459	d2e2532688Meyers-1905	Nebelzerteiler		engl.	Mist-puffers
1460	d2e2544607Meyers-1905	Nervös		franz.	nerveux
1461	d2e2546258Meyers-1905	Nett		engl.	net
1462	d2e2548643Meyers-1905	Neuenburger See		franz.	Lac de Neuchâtel
1463	d2e2549341Meyers-1905	Neufundland		engl.	Newfoundland
1464	d2e2551450Meyers-1905	Neukaledonien [2]		franz.	Nouvelle-Calédonie
1465	d2e2562022Meyers-1905	Nichte		franz.	nièce
1466	d2e2562216Meyers-1905	Nichts		lat.	nihil, nihilum
1467	d2e2564801Meyers-1905	Niedergebrochen		engl.	broken-down
1468	d2e2575963Meyers-1905	Nikomedeia		lat.	Nicomedia
1469	d2e2578139Meyers-1905	Nippsachen		franz.	nippes
1470	d2e2578582Meyers-1905	Nischan [1]		pers.	nîschân
1471	d2e2578664Meyers-1905	Nische		franz.	niche
1472	d2e2581549Meyers-1905	Nixen		althochd.	nihhus
1473	d2e2582431Meyers-1905	Nobel [1]		franz.	noble
1474	d2e2582452Meyers-1905	Nobel [2]		engl.	noble
1475	d2e2582728Meyers-1905	Nobilĭtät		lat.	nobilitas
1476	d2e2583029Meyers-1905	Noch ist Polen nicht verloren		poln.	Jeszeze Polska nie zginela
1477	d2e2584000Meyers-1905	Nojōs		ital.	nojoso
1478	d2e2584540Meyers-1905	Noma		griech.	nome
1479	d2e2585558Meyers-1905	Nonintrusionisten		engl.	Non-instrusionists
1480	d2e2585757Meyers-1905	Nonkonformisten		engl.	Non-conformists
1481	d2e2585827Meyers-1905	Nonne [1]		lat.	nonna
1482	d2e2589762Meyers-1905	Nordische Altertümer	Stuben 	dän.	Dysse
1483	d2e2592878Meyers-1905	Nordwestliche Grenzprovinz		engl.	North-West Frontier Province
1484	d2e2593460Meyers-1905	Norm		lat.	norma
1485	d2e2594049Meyers-1905	Normalschule	Ländern 	franz.	école normale
1486	d2e2599151Meyers-1905	Notabeln		franz.	Notables
1487	d2e2600749Meyers-1905	Notorĭetätsakt		franz.	Acte de notoriété
1488	d2e2601406Meyers-1905	Notwendigkeit		lat.	Necessitas
1489	d2e2602196Meyers-1905	Novelle		ital.	novella
1490	d2e2602221Meyers-1905	Novellen		lat.	novellae leges
1491	d2e2610659Meyers-1905	Nyx		lat.	Nox
1492	d2e2617740Meyers-1905	Obit		lat.	obĭtus
1493	d2e2617806Meyers-1905	Objékt		lat.	objectum
1494	d2e2618034Meyers-1905	Oblaten [1]		lat.	Oblata
1495	d2e2618148Meyers-1905	Oblei	r 	lat.	oblajarius
1496	d2e2623744Meyers-1905	Odenwald		althochd.	odowaldt
1497	d2e2628432Meyers-1905	Oger		franz.	ogre
1498	d2e2629251Meyers-1905	Ohm [2]		holländ.	oom
1499	d2e2631009Meyers-1905	Ohrlamm		holländ.	oorlam
1500	d2e2632209Meyers-1905	Okarīna		ital.	ocarina
1501	d2e2632565Meyers-1905	Okkasĭon	m 	franz.	par occasion
1502	d2e2633494Meyers-1905	Oktave	ist O. 	ital.	Ottava
1503	d2e2633599Meyers-1905	Oktett		franz.	Octuor
1504	d2e2633802Meyers-1905	Oktonār		lat.	octonarius
1505	d2e2634258Meyers-1905	Okzident		lat.	Occidens
1506	d2e2634332Meyers-1905	Okzitanisch	von oc 	lat.	hoc
1507	d2e2634930Meyers-1905	Ölberg [1]		lat.	Mons oliveti
1508	d2e2638986Meyers-1905	Olivetāner		lat.	Fratres eremitae de monte Oliveto, Congregatio Beatae Mariae Virginis de monte Oliveto
1509	d2e2639605Meyers-1905	Olla	Mischmasch 	franz.	pot-pourri
1510	d2e2644468Meyers-1905	Onkel		franz.	oncle
1511	d2e2647819Meyers-1905	Opfer	Zuchteber 	altnord.	sonargoltr
1512	d2e2650656Meyers-1905	Optimāten		lat.	Optimates
1513	d2e2651679Meyers-1905	Orākel		lat.	oraculum
1514	d2e2656793Meyers-1905	Orénse [2]	nw. O. 	lat.	Auria
1515	d2e2657819Meyers-1905	Orgel		lat.	Organum
1516	d2e2658429Meyers-1905	Orĭent	n 	franz.	Extrême orient
1517	d2e2658429Meyers-1905	Orĭent	net O. 	franz.	Grand-Orient
1518	d2e2660928Meyers-1905	Orlog		holländ.	Oorlog
1519	d2e2661822Meyers-1905	Ornāt		lat.	ornatus
1520	d2e2680063Meyers-1905	Öta		griech.	Oitē
1521	d2e2691223Meyers-1905	Pacht [1]		lat.	locatio conductio
1522	d2e2692500Meyers-1905	Pädagōg		griech.	paidagogós
1523	d2e2692997Meyers-1905	Pädagogĭum		griech.	paidagogeion
1524	d2e2693369Meyers-1905	Paderborn [2]	In P. 	lat.	Paderae fontes, Patris brunna
1525	d2e2693452Meyers-1905	Pädeutērion		griech.	paideutḗrion
1526	d2e2693469Meyers-1905	Pädeutik		griech.	paideutikē
1527	d2e2693691Meyers-1905	Padok		engl.	paddock
1528	d2e2695230Meyers-1905	Pahthanf		engl.	Paut hemp
1529	d2e2695442Meyers-1905	Paillen		franz.	paillons
1530	d2e2696176Meyers-1905	Pakēt		franz.	paquet
1531	d2e2696176Meyers-1905	Pakēt	Roheisenschienen 	engl.	faggot
1532	d2e2696176Meyers-1905	Pakēt	Gegenstände 	portug.	fazenda
1533	d2e2696501Meyers-1905	Pakt		lat.	pactum
1534	d2e2698464Meyers-1905	Palast		franz.	Palais
1535	d2e2699132Meyers-1905	Palatināt		lat.	Palatinatus
1536	d2e2700070Meyers-1905	Palestrīna [2]	da P. 	lat.	Petraloisius Praenestinus
1537	d2e2700231Meyers-1905	Palette		ital.	paletta
1538	d2e2705867Meyers-1905	Pamphlét		altengl.	pamflet
1539	d2e2707884Meyers-1905	Paneel		altfranz.	panel
1540	d2e2708637Meyers-1905	Pānik		franz.	panique
1541	d2e2710027Meyers-1905	Pansophie		griech.	pansophia
1542	d2e2715671Meyers-1905	Papiergeld		franz.	Papier-monnaie
1543	d2e2715671Meyers-1905	Papiergeld	Zahlmittel 	engl.	legal tender
1544	d2e2717812Meyers-1905	Päpstliche Familie		ital.	famiglia pontificia
1545	d2e2720648Meyers-1905	Parah		engl.	basket
1546	d2e2724519Meyers-1905	Parentalĭen		lat.	Parentalia
1547	d2e2724575Meyers-1905	Parentēl		lat.	Parentela
1548	d2e2725441Meyers-1905	Parieren	en; 4) 	franz.	parer
1549	d2e2728179Meyers-1905	Parkett		franz.	parquet
1550	d2e2728490Meyers-1905	Parlament		engl.	Parliament
1551	d2e2728761Meyers-1905	Parlamentär		franz.	parlementaire
1552	d2e2729634Meyers-1905	Parmesānkäse		ital.	Formaggio parmigiano
1553	d2e2731648Meyers-1905	Parteigänger		franz.	partisan
1554	d2e2731783Meyers-1905	Parterre	Räume 	franz.	rez-de-chaussée
1555	d2e2732160Meyers-1905	Parthĭen	r 	altpers.	Parthava
1556	d2e2732831Meyers-1905	Partīte		ital.	partita
1557	d2e2732925Meyers-1905	Partitūr		ital.	partitura
1558	d2e2732953Meyers-1905	Partizīp		lat.	participium
1559	d2e2733039Meyers-1905	Partner	t 	engl.	partnership
1560	d2e2734127Meyers-1905	Pascholl		russ.	pošël
1561	d2e2734905Meyers-1905	Pasquill		ital.	Pasquillo
1562	d2e2735022Meyers-1905	Paß [1]		franz.	Passeport
1563	d2e2735562Meyers-1905	Passanten		franz.	Passants d'épaulettes
1564	d2e2736154Meyers-1905	Passementen		franz.	passements
1565	d2e2736543Meyers-1905	Passierzettel		franz.	Passavant
1566	d2e2736719Meyers-1905	Passion		lat.	passio
1567	d2e2737576Meyers-1905	Paste		ital.	pasta
1568	d2e2737643Meyers-1905	Pastellmalerei	Stiften 	ital.	pastello
1569	d2e2737922Meyers-1905	Pastillen		lat.	Pastilli
1570	d2e2738309Meyers-1905	Pastōs		ital.	pastoso
1571	d2e2742374Meyers-1905	Patron		lat.	Patronus
1572	d2e2743300Meyers-1905	Pauken [1]		ital.	Timpani
1573	d2e2744036Meyers-1905	Paulinertrank		lat.	Paulina potio
1574	d2e2746924Meyers-1905	Pazifischer Ozean		engl.	Pacific Ocean
1575	d2e2747693Meyers-1905	Pech		lat.	Pix
1576	d2e2753395Meyers-1905	Pelham [1]		engl.	Pelham bit
1577	d2e2753834Meyers-1905	Pellăgra		lat.	pellisagra
1578	d2e2754980Meyers-1905	Pelotte		franz.	pelote
1579	d2e2756769Meyers-1905	Pendel		lat.	Pendulum
1580	d2e2759244Meyers-1905	Pension [1]		lat.	pensio
1581	d2e2759493Meyers-1905	Pension [2]		lat.	pensio
1582	d2e2761444Meyers-1905	Pepīten		span.	pepitas
1583	d2e2767345Meyers-1905	Perkāl		franz.	percale
1584	d2e2769395Meyers-1905	Perméß		ital.	permesso
1585	d2e2769866Meyers-1905	Perogrullo	n 	span.	verdades de P
1586	d2e2773828Meyers-1905	Persōn		lat.	persona
1587	d2e2774017Meyers-1905	Personalĭen		lat.	Personalia
1588	d2e2777859Meyers-1905	Pest [1]		lat.	pestis
1589	d2e2778335Meyers-1905	Pestilénz		lat.	pestilentia
1590	d2e2778626Meyers-1905	Petarde		franz.	pétard
1591	d2e2779506Meyers-1905	Peterborough	nw. P. 	lat.	Petuaria
1592	d2e2793037Meyers-1905	Pferdesterbe		engl.	Horsesickness
1593	d2e2798092Meyers-1905	Pflaster [2]		lat.	Emplastrum
1594	d2e2798773Meyers-1905	Pflichtteil		lat.	Portio legitima
1595	d2e2807317Meyers-1905	Philippĭken		lat.	Philippicae orationes
1596	d2e2809185Meyers-1905	Philosophie	Seienden 	griech.	on
1597	d2e2810841Meyers-1905	Phokäa	a 	türk.	Eskidsche Fotscha
1598	d2e2817682Meyers-1905	Phrenopathie	Zwerchfell 	griech.	phren
1599	d2e2819501Meyers-1905	Physīk	Natur 	griech.	physis
1600	d2e2822353Meyers-1905	Pianōsa		lat.	Planasia
1601	d2e2822519Meyers-1905	Piáster		ital.	piastra, »
1602	d2e2824037Meyers-1905	Pickelhering	Namen 	engl.	pickle-herring
1603	d2e2825027Meyers-1905	Pied-fort	k 	franz.	étalon
1604	d2e2826146Meyers-1905	Piëtät		lat.	pietas
1605	d2e2827219Meyers-1905	Pik [1]		franz.	Pic
1606	d2e2827240Meyers-1905	Pik [2]		franz.	Pique
1607	d2e2827295Meyers-1905	Pikade		portug.	picada
1608	d2e2827315Meyers-1905	Pikánt		franz.	piquant
1609	d2e2827335Meyers-1905	Pike		franz.	pique
1610	d2e2827358Meyers-1905	Pikee		franz.	piqué
1611	d2e2827358Meyers-1905	Pikee	gesteppt 	franz.	piqué
1612	d2e2827399Meyers-1905	Pikeniere		franz.	piquiers
1613	d2e2827453Meyers-1905	Pikett [1]		franz.	piquet
1614	d2e2827473Meyers-1905	Pikett [2]		franz.	piquet
1615	d2e2827551Meyers-1905	Pikieren	net P. 	ital.	spiccato
1616	d2e2827584Meyers-1905	Pikkŏlo		ital.	piccolo
1617	d2e2827634Meyers-1905	Pikör		franz.	piqueur
1618	d2e2827971Meyers-1905	Pikten		lat.	Picti
1619	d2e2828193Meyers-1905	Pilaster		franz.	pilastre
1620	d2e2828883Meyers-1905	Pillen	a 	franz.	granules
1621	d2e2829224Meyers-1905	Pilōt		franz.	pilote
1622	d2e2829224Meyers-1905	Pilōt	Hochseesteuermann 	span.	piloto mayor
1623	d2e2831226Meyers-1905	Pinākel		franz.	pinacle
1624	d2e2833691Meyers-1905	Pinzette		franz.	pincette
1625	d2e2837742Meyers-1905	Pistill		lat.	pistillum
1626	d2e2837893Meyers-1905	Pistole [2]		span.	Pistolete
1627	d2e2844343Meyers-1905	Pläsanterie		franz.	plaisanterie
1628	d2e2844405Meyers-1905	Pläsier		franz.	plaisir
1629	d2e2845100Meyers-1905	Platamŏna	m 	griech.	Herakleion
1630	d2e2847545Meyers-1905	Plattnagel		lat.	Lamna
1631	d2e2849071Meyers-1905	Plāzet		lat.	placet
1632	d2e2849218Meyers-1905	Plebiszīt		lat.	Plebiscitum
1633	d2e2849269Meyers-1905	Plebs		lat.	Plebeji
1634	d2e2853305Meyers-1905	Plum-cake	Rosinen 	engl.	plums
1635	d2e2854052Meyers-1905	Pluviale		lat.	cappa pluvialis
1636	d2e2857469Meyers-1905	Poēm		lat.	poëma
1637	d2e2857667Meyers-1905	Poēt		lat.	poëta
1638	d2e2859768Meyers-1905	Polackertakelung		ital.	polacra
1639	d2e2862083Meyers-1905	Polen [2]		poln.	Polacy
1640	d2e2863213Meyers-1905	Policinell		franz.	Polichinelle
1641	d2e2864192Meyers-1905	Politischer Vers		griech.	Stichos politikós
1642	d2e2865221Meyers-1905	Polka	Halbschritt 	tschech.	pûlka
1643	d2e2867835Meyers-1905	Polonäse		franz.	polonaise
1644	d2e2868061Meyers-1905	Polster		lat.	Pulvinaria
1645	d2e2868174Meyers-1905	Polterabend		franz.	Charivari
1646	d2e2872131Meyers-1905	Pomāde		ital.	pomata
1647	d2e2873542Meyers-1905	Pompa	p 	franz.	pompe
1648	d2e2874406Meyers-1905	Pön [1]		lat.	poena
1649	d2e2874839Meyers-1905	Poncieren	Bimsstein 	franz.	ponce
1650	d2e2875476Meyers-1905	Pönitenzbuch		lat.	Poenitenciale
1651	d2e2876837Meyers-1905	Ponto		span.	punto
1652	d2e2877106Meyers-1905	Pontos [2]		lat.	Pontus
1653	d2e2877257Meyers-1905	Pontus Euxīnus		griech.	Pontos Euxeinos
1654	d2e2880817Meyers-1905	Portamént		ital.	Portamento, portar la voce
1655	d2e2881547Meyers-1905	Portepee		franz.	porte-épée
1656	d2e2883591Meyers-1905	Porträt		franz.	portrait
1657	d2e2887472Meyers-1905	Posamenten		franz.	passements
1658	d2e2887505Meyers-1905	Posamentīer		franz.	passementier
1659	d2e2887557Meyers-1905	Posaune		ital.	Trombone
1660	d2e2889261Meyers-1905	Post [3]	e 	lat.	posta
1661	d2e2889261Meyers-1905	Post [3]	Personenpostwagen 	franz.	diligences;
1662	d2e2890053Meyers-1905	Postanweisungen		engl.	Money-orders, Postoffice orders
1663	d2e2890271Meyers-1905	Postbon		franz.	Bon de poste
1664	d2e2890578Meyers-1905	Posten [1]		ital.	posto
1665	d2e2891193Meyers-1905	Postillion		franz.	postillon
1666	d2e2891387Meyers-1905	Postkreditbriefe		ital.	Titoli postali di credito
1667	d2e2891424Meyers-1905	Postlagernd		franz.	poste restante, bureau restant
1668	d2e2891641Meyers-1905	Postnachnahme		franz.	Remboursement
